id,patient_id,ccnum,cctype,ccexpmonth,ccexpyear,address1,address2,city,state,zip
306,306,5.56E+15,diners-club-us-ca,5,2025,07499 Forster Center, ,Columbia,SC,29203
307,307,4.04E+12,visa,12,2030,68 Knutson Hill, ,Huntsville,AL,35805
308,308,3.56E+15,jcb,9,2026,9688 Clove Parkway, ,Washington,DC,20436
309,309,6.04E+15,maestro,12,2024,8628 Cambridge Road, ,Provo,UT,84605
310,310,5.60E+16,china-unionpay,7,2028,224 Vermont Street, ,Memphis,TN,38109
311,311,5.60E+15,bankcard,2,2026,517 Marcy Place, ,New Hyde Park,NY,11044
312,312,5.02E+16,maestro,12,2027,89 Meadow Valley Point, ,Las Vegas,NV,89135
313,313,4.41E+15,visa-electron,1,2020,383 Jay Junction, ,Washington,DC,20535
314,314,5.22E+15,mastercard,10,2020,9 Brentwood Park, ,Springfield,MO,65898
315,315,3.57E+15,jcb,9,2028,58775 Warner Parkway, ,Ann Arbor,MI,48107
316,316,6.33E+15,switch,12,2025,116 Sauthoff Road, ,Austin,TX,78783
317,317,3.54E+15,jcb,11,2030,71 Jenna Crossing, ,Toledo,OH,43605
318,318,5.05E+15,mastercard,5,2027,605 Mandrake Crossing, ,Pensacola,FL,32505
319,319,5.89E+17,maestro,11,2025,3992 Hoffman Trail, ,San Diego,CA,92176
320,320,3.57E+15,jcb,12,2028,7 Hoffman Avenue, ,Lincoln,NE,68531
321,321,3.55E+15,jcb,3,2023,7777 Mccormick Terrace, ,Jacksonville,FL,32209
322,322,5.01E+15,mastercard,4,2023,78907 Messerschmidt Plaza, ,Hampton,VA,23663
323,323,3.44E+14,americanexpress,2,2028,39568 Vera Terrace, ,Garden Grove,CA,92844
324,324,3.58E+15,jcb,6,2022,236 Ridgeview Park, ,Albany,GA,31704
325,325,5.10E+15,mastercard,5,2023,9 Nobel Alley, ,Washington,DC,20470
326,326,4.29E+15,visa,3,2022,0 Randy Hill, ,Indianapolis,IN,46231
327,327,3.01E+13,diners-club-carte-blanche,3,2024,8880 Calypso Parkway, ,Las Vegas,NV,89115
328,328,3.54E+15,jcb,6,2021,48 Bunker Hill Point, ,Sacramento,CA,94245
329,329,2.02E+14,diners-club-enroute,12,2021,61625 Calypso Center, ,Amarillo,TX,79182
330,330,6.38E+15,instapayment,2,2023,042 Charing Cross Avenue, ,Austin,TX,78710
331,331,3.57E+15,jcb,11,2024,464 Sherman Junction, ,Tulsa,OK,74108
332,332,5.00E+15,mastercard,4,2020,99 Fairview Avenue, ,Kingsport,TN,37665
333,333,5.61E+15,bankcard,2,2022,973 Sauthoff Junction, ,Mc Keesport,PA,15134
334,334,5.61E+15,bankcard,12,2025,56858 Burrows Point, ,Albuquerque,NM,87110
335,335,3.54E+15,jcb,9,2027,698 Mayfield Drive, ,New York City,NY,10029
336,336,3.58E+15,jcb,6,2022,32 Fairfield Drive, ,Monroe,LA,71213
337,337,3.57E+15,jcb,2,2021,23 Linden Terrace, ,Saint Louis,MO,63131
338,338,3.53E+15,jcb,8,2020,20604 Caliangt Place, ,Tuscaloosa,AL,35405
339,339,3.58E+15,jcb,9,2028,61493 Dexter Parkway, ,Columbus,OH,43215
340,340,3.55E+15,jcb,12,2021,0 Esch Road, ,Columbus,GA,31904
341,341,6.76E+16,maestro,8,2021,04 Elmside Junction, ,Saginaw,MI,48609
342,342,5.57E+15,diners-club-us-ca,9,2020,407 Katie Center, ,Fresno,CA,93709
343,343,3.57E+15,jcb,11,2021,98 Stuart Court, ,Johnson City,TN,37605
344,344,4.91E+15,visa-electron,8,2028,2403 Dwight Alley, ,Lansing,MI,48901
345,345,3.06E+13,diners-club-carte-blanche,12,2022,8 New Castle Way, ,Virginia Beach,VA,23471
346,346,6.71E+18,laser,6,2024,090 Prairieview Plaza, ,Salt Lake City,UT,84120
347,347,6.33E+15,switch,7,2023,43994 Golf Street, ,Cleveland,OH,44191
348,348,2.02E+14,diners-club-enroute,9,2030,73 Kipling Terrace, ,Washington,DC,20319
349,349,3.56E+15,jcb,10,2023,37 Linden Pass, ,Tampa,FL,33661
350,350,3.58E+15,jcb,7,2030,340 Waubesa Point, ,Houston,TX,77260
351,351,6.71E+16,laser,1,2026,972 Russell Park, ,Wichita,KS,67215
352,352,3.58E+15,jcb,6,2025,34 Eagle Crest Parkway, ,San Antonio,TX,78260
353,353,3.58E+15,jcb,2,2022,72 Redwing Road, ,El Paso,TX,79945
354,354,3.57E+15,jcb,6,2021,14 Gale Parkway, ,Tampa,FL,33610
355,355,3.59E+15,jcb,3,2022,2981 Raven Circle, ,Phoenix,AZ,85035
356,356,3.43E+14,americanexpress,10,2027,55847 Moose Parkway, ,Washington,DC,20508
357,357,5.22E+15,mastercard,8,2029,768 Calypso Trail, ,Los Angeles,CA,90025
358,358,3.54E+15,jcb,11,2023,2 Dexter Hill, ,Birmingham,AL,35205
359,359,3.58E+15,jcb,7,2025,115 Mitchell Way, ,Charleston,WV,25336
360,360,6.71E+17,laser,5,2030,9 Arkansas Road, ,El Paso,TX,88525
361,361,5.00E+15,mastercard,5,2029,578 Holy Cross Center, ,Columbia,SC,29225
362,362,5.00E+15,mastercard,12,2030,47 Rockefeller Hill, ,Cincinnati,OH,45228
363,363,3.38E+14,americanexpress,2,2026,4160 Dwight Street, ,Charlottesville,VA,22908
364,364,3.54E+15,jcb,2,2021,0 Ridge Oak Street, ,Erie,PA,16550
365,365,3.61E+13,diners-club-international,11,2024,26814 Vera Way, ,Muskegon,MI,49444
366,366,3.54E+15,jcb,5,2023,27857 Clarendon Drive, ,Lincoln,NE,68517
367,367,3.75E+14,americanexpress,5,2030,6 Meadow Vale Hill, ,Shawnee Mission,KS,66286
368,368,3.74E+14,americanexpress,1,2023,410 Northport Alley, ,Detroit,MI,48206
369,369,3.59E+15,jcb,10,2027,4 4th Park, ,Chicago,IL,60681
370,370,5.60E+15,bankcard,3,2027,1958 Debs Court, ,Daytona Beach,FL,32118
371,371,4.90E+17,switch,4,2027,80 Washington Terrace, ,Washington,DC,20392
372,372,3.54E+15,jcb,1,2023,14853 Summer Ridge Street, ,Waterbury,CT,6726
373,373,6.05E+15,maestro,12,2026,44488 Anderson Road, ,Washington,DC,20409
374,374,3.42E+14,americanexpress,3,2024,5 Melvin Point, ,Pasadena,CA,91125
375,375,5.60E+15,bankcard,11,2023,10698 Dunning Parkway, ,Miami,FL,33111
376,376,3.58E+15,jcb,6,2027,34 West Lane, ,Roanoke,VA,24020
377,377,3.55E+15,jcb,2,2023,37 Hudson Point, ,New York City,NY,10249
378,378,3.58E+15,jcb,4,2026,85888 Green Ridge Hill, ,Washington,DC,20078
379,379,3.56E+15,jcb,10,2024,3 Express Trail, ,Albany,NY,12227
380,380,2.02E+14,diners-club-enroute,3,2021,7352 Magdeline Point, ,Boise,ID,83716
381,381,3.55E+15,jcb,8,2023,20035 Melrose Point, ,Dallas,TX,75392
382,382,4.04E+12,visa,3,2024,1953 Ilene Road, ,El Paso,TX,79984
383,383,3.57E+15,jcb,6,2026,6 Forster Center, ,Tacoma,WA,98417
384,384,2.02E+14,diners-club-enroute,9,2023,7914 Russell Crossing, ,Grand Rapids,MI,49518
385,385,3.02E+13,diners-club-carte-blanche,9,2029,93968 8th Trail, ,Minneapolis,MN,55458
386,386,5.60E+18,china-unionpay,9,2029,593 Clove Terrace, ,Fort Worth,TX,76110
387,387,3.59E+15,jcb,3,2030,17785 Jenna Lane, ,Bronx,NY,10469
388,388,3.58E+15,jcb,12,2030,300 Fairview Street, ,Omaha,NE,68124
389,389,3.57E+15,jcb,7,2022,2497 Petterle Court, ,Hollywood,FL,33028
390,390,3.56E+15,jcb,7,2020,24 Cascade Junction, ,Louisville,KY,40215
391,391,3.57E+15,jcb,9,2027,15 Bayside Junction, ,Chattanooga,TN,37410
392,392,3.55E+15,jcb,8,2027,433 Sunbrook Center, ,Akron,OH,44393
393,393,3.58E+15,jcb,3,2030,812 Memorial Court, ,Oklahoma City,OK,73135
394,394,3.55E+15,jcb,7,2024,73 Service Park, ,El Paso,TX,88530
395,395,4.51E+15,visa-electron,4,2024,1 Lunder Park, ,Birmingham,AL,35242
396,396,5.64E+15,switch,4,2028,197 Glacier Hill Trail, ,Peoria,IL,61629
397,397,3.58E+15,jcb,8,2024,9 Forster Park, ,Idaho Falls,ID,83405
398,398,3.58E+15,jcb,4,2028,51 Superior Park, ,Lexington,KY,40510
399,399,3.54E+15,jcb,1,2025,451 Milwaukee Junction, ,Oxnard,CA,93034
400,400,3.54E+15,jcb,7,2023,8 Nova Alley, ,Houston,TX,77276
401,401,3.74E+14,americanexpress,8,2026,05867 Dorton Lane, ,San Diego,CA,92137
402,402,3.55E+15,jcb,2,2026,0722 Gale Hill, ,Pueblo,CO,81010
403,403,3.57E+15,jcb,11,2020,75197 Dahle Terrace, ,Birmingham,AL,35231
404,404,3.54E+15,jcb,9,2022,604 Oakridge Road, ,Hamilton,OH,45020
405,405,3.54E+15,jcb,8,2027,829 Claremont Center, ,Manassas,VA,22111
406,406,3.53E+15,jcb,4,2029,58549 Corscot Court, ,New York City,NY,10014
407,407,3.57E+15,jcb,3,2024,63670 Thierer Lane, ,Indianapolis,IN,46239
408,408,5.60E+16,china-unionpay,2,2024,834 Caliangt Junction, ,Manchester,NH,3105
409,409,2.02E+14,diners-club-enroute,5,2024,721 Bartillon Parkway, ,Atlanta,GA,31132
410,410,6.71E+16,laser,9,2022,39210 Crowley Crossing, ,Columbus,OH,43268
411,411,6.37E+15,instapayment,12,2027,5 Vermont Alley, ,Baltimore,MD,21229
412,412,5.02E+17,maestro,4,2025,62862 Hallows Road, ,Charleston,WV,25336
413,413,3.55E+15,jcb,7,2030,34215 Arapahoe Circle, ,Lansing,MI,48930
414,414,3.74E+14,americanexpress,6,2028,9 Lighthouse Bay Plaza, ,Little Rock,AR,72209
415,415,3.56E+15,jcb,11,2025,4671 Hooker Place, ,North Hollywood,CA,91606
416,416,3.58E+15,jcb,7,2029,564 Annamark Alley, ,Racine,WI,53405
417,417,6.76E+17,switch,2,2026,51167 Pine View Way, ,Washington,DC,20073
418,418,3.58E+15,jcb,6,2030,283 Bluejay Point, ,New Orleans,LA,70179
419,419,3.56E+15,jcb,10,2026,49 Ronald Regan Center, ,Charleston,SC,29403
420,420,3.57E+15,jcb,8,2021,88292 Eliot Center, ,Ogden,UT,84403
421,421,3.54E+15,jcb,11,2022,7 Lyons Point, ,Baltimore,MD,21239
422,422,5.60E+15,bankcard,6,2028,3 Twin Pines Center, ,Whittier,CA,90610
423,423,5.89E+17,maestro,5,2030,172 Reindahl Lane, ,Baltimore,MD,21265
424,424,3.56E+15,jcb,4,2020,6 Shasta Terrace, ,Raleigh,NC,27605
425,425,5.60E+17,china-unionpay,4,2022,66 Hanover Hill, ,Fort Worth,TX,76192
426,426,6.76E+18,maestro,9,2023,5 Huxley Plaza, ,Detroit,MI,48211
427,427,5.60E+15,bankcard,8,2030,66871 Elka Plaza, ,Olympia,WA,98516
428,428,3.58E+15,jcb,5,2022,755 Farmco Way, ,El Paso,TX,79994
429,429,3.53E+15,jcb,1,2024,41528 Lighthouse Bay Way, ,Washington,DC,20397
430,430,5.04E+16,maestro,6,2027,6 Hudson Hill, ,Maple Plain,MN,55572
431,431,5.60E+15,bankcard,6,2021,70 Jenna Trail, ,Annapolis,MD,21405
432,432,5.01E+15,mastercard,12,2020,815 Warner Point, ,Knoxville,TN,37924
433,433,3.57E+15,jcb,2,2021,9672 High Crossing Terrace, ,Las Vegas,NV,89130
434,434,3.59E+15,jcb,3,2024,0651 Lotheville Park, ,Chattanooga,TN,37450
435,435,2.02E+14,diners-club-enroute,3,2021,50 Myrtle Junction, ,Birmingham,AL,35263
436,436,5.05E+15,mastercard,2,2024,47 Lerdahl Avenue, ,New Brunswick,NJ,8922
437,437,3.47E+14,americanexpress,2,2026,6283 Delladonna Alley, ,Atlanta,GA,30380
438,438,6.04E+15,maestro,6,2020,55 Commercial Way, ,Tampa,FL,33661
439,439,4.94E+15,switch,10,2027,7779 Reinke Center, ,Atlanta,GA,30323
440,440,3.53E+15,jcb,5,2030,14393 Westport Road, ,Huntington,WV,25705
441,441,5.44E+15,mastercard,6,2029,4 Monica Park, ,Wilmington,DE,19886
442,442,3.58E+15,jcb,2,2023,0 Manufacturers Circle, ,Killeen,TX,76544
443,443,5.11E+15,mastercard,6,2021,05467 High Crossing Pass, ,Pittsburgh,PA,15205
444,444,3.58E+15,jcb,2,2023,9984 Becker Road, ,Washington,DC,20067
445,445,5.14E+15,mastercard,11,2026,658 Fisk Way, ,Wilkes Barre,PA,18706
446,446,4.84E+15,visa-electron,7,2027,7 Coleman Street, ,Kansas City,MO,64193
447,447,6.05E+17,maestro,5,2024,713 Oak Valley Place, ,Macon,GA,31205
448,448,3.05E+13,diners-club-carte-blanche,9,2029,76 Packers Junction, ,Dallas,TX,75310
449,449,4.92E+15,visa-electron,1,2024,569 Lillian Plaza, ,Harrisburg,PA,17121
450,450,4.04E+15,visa,7,2024,8 Heffernan Plaza, ,Fort Worth,TX,76162
451,451,6.76E+16,maestro,10,2021,1095 Tennyson Park, ,Kansas City,KS,66105
452,452,3.02E+13,diners-club-carte-blanche,9,2029,9 Darwin Crossing, ,Boise,ID,83711
453,453,5.60E+18,china-unionpay,2,2027,38740 Di Loreto Terrace, ,Monticello,MN,55585
454,454,2.01E+14,diners-club-enroute,10,2028,2 Kenwood Plaza, ,Tampa,FL,33615
455,455,3.53E+15,jcb,5,2023,22 Onsgard Parkway, ,Santa Barbara,CA,93150
456,456,5.32E+15,mastercard,8,2024,8217 Bayside Avenue, ,Cincinnati,OH,45213
457,457,3.59E+15,jcb,4,2027,28 Mitchell Pass, ,Vero Beach,FL,32969
458,458,3.55E+15,jcb,10,2024,35 Riverside Terrace, ,Columbus,OH,43240
459,459,3.75E+14,americanexpress,11,2022,218 Ludington Center, ,Newport News,VA,23612
460,460,3.57E+15,jcb,10,2027,75 Mosinee Court, ,Evansville,IN,47719
461,461,3.06E+13,diners-club-carte-blanche,11,2028,271 Almo Park, ,Norman,OK,73071
462,462,3.58E+15,jcb,1,2023,5044 4th Place, ,Portland,OR,97240
463,463,5.64E+17,switch,10,2025,0 Division Lane, ,Santa Clara,CA,95054
464,464,6.30E+18,maestro,5,2028,0 Merrick Crossing, ,Greeley,CO,80638
465,465,3.57E+15,jcb,6,2024,95 Drewry Circle, ,Reading,PA,19610
466,466,5.60E+17,china-unionpay,12,2020,24 Bultman Place, ,Fort Myers,FL,33994
467,467,3.54E+15,jcb,1,2021,96056 Lunder Terrace, ,Portland,ME,4109
468,468,5.05E+15,mastercard,10,2022,1688 Anzinger Alley, ,Indianapolis,IN,46254
469,469,3.04E+13,diners-club-carte-blanche,3,2022,723 Center Terrace, ,Newton,MA,2458
470,470,4.51E+15,visa-electron,9,2026,09 Victoria Crossing, ,Saint Louis,MO,63196
471,471,5.60E+18,china-unionpay,3,2029,4 Norway Maple Place, ,Denver,CO,80262
472,472,3.53E+15,jcb,11,2022,1874 Almo Park, ,Yonkers,NY,10705
473,473,3.58E+15,jcb,6,2020,2476 Barby Center, ,Erie,PA,16522
474,474,4.94E+15,switch,9,2023,1 Hoard Crossing, ,Minneapolis,MN,55458
475,475,4.18E+15,visa-electron,5,2024,911 Sauthoff Lane, ,San Diego,CA,92137
476,476,3.59E+15,jcb,3,2030,89 Randy Plaza, ,Nashville,TN,37250
477,477,4.85E+15,visa,1,2021,7 Maple Wood Court, ,Newark,DE,19714
478,478,3.55E+15,jcb,8,2030,90 Clemons Park, ,Omaha,NE,68105
479,479,3.56E+15,jcb,8,2020,37796 Division Junction, ,Long Beach,CA,90847
480,480,6.30E+18,laser,9,2027,0743 Stone Corner Trail, ,Des Moines,IA,50310
481,481,3.75E+14,americanexpress,7,2023,7 Chive Alley, ,Sacramento,CA,94230
482,482,5.60E+15,bankcard,5,2023,59 Grover Crossing, ,Tacoma,WA,98405
483,483,3.56E+15,jcb,3,2028,155 Harper Parkway, ,Billings,MT,59105
484,484,3.54E+15,jcb,4,2023,7 Stuart Lane, ,Austin,TX,78710
485,485,6.33E+18,switch,9,2025,4 Westport Way, ,Clearwater,FL,33763
486,486,5.64E+15,switch,8,2027,1590 Spaight Center, ,Jacksonville,FL,32244
487,487,3.53E+15,jcb,5,2023,01547 North Lane, ,Colorado Springs,CO,80910
488,488,5.60E+15,bankcard,2,2021,74931 Hoard Circle, ,Fort Worth,TX,76105
489,489,3.56E+15,jcb,11,2028,952 6th Park, ,West Palm Beach,FL,33421
490,490,5.05E+15,mastercard,9,2025,8047 Merchant Trail, ,San Antonio,TX,78265
491,491,3.55E+15,jcb,8,2023,882 Sloan Hill, ,Brooksville,FL,34605
492,492,5.21E+15,mastercard,6,2027,42 Bellgrove Terrace, ,Evansville,IN,47705
493,493,5.60E+15,bankcard,5,2024,9350 Oakridge Hill, ,New York City,NY,10029
494,494,5.01E+15,mastercard,9,2023,92 Sutherland Court, ,Saint Petersburg,FL,33710
495,495,3.74E+14,americanexpress,2,2028,0516 Summit Plaza, ,Stockton,CA,95298
496,496,3.53E+15,jcb,6,2022,8713 Bartelt Hill, ,Fort Wayne,IN,46896
497,497,3.59E+15,jcb,9,2021,18 Waywood Hill, ,Pasadena,CA,91131
498,498,5.01E+15,mastercard,9,2020,58765 Kenwood Parkway, ,Baton Rouge,LA,70883
499,499,4.03E+15,visa-electron,4,2020,950 Texas Center, ,Brooklyn,NY,11220
500,500,5.05E+15,mastercard,12,2028,40 Rockefeller Road, ,Dallas,TX,75323
